Corporate Name,Corporation Number,Business Number
African Business Community,1236801-3,709405138RC0001
Great African Youth Association of Canada,1244306-6,704203272RC0001
"African Canadian National Coalition against Hate, Oppression and Racism",1244361-9,704676931RC0001
United Families of African Descent (UFAD),1254360-5,796207546RC0001
South African Lacrosse Association,1274717-1,780401469RC0001
African Canadian Women Engagement society,1275206-9,779945864RC0001
African Centre for Early Childhood Education Village,1289363-1,768085946RC0001
"African,Caribbean, Black Wellness Resource Centre Corporation",1306262-7,793740200RC0001
Pan African Heritage Museum - Canada Chapter,1315869-1,789631801RC0001
Emerging Researchers and Professionals in Ageing - African Network (ERPAAN),1316044-1,789441805RC0001
Caribbean African Canadian Association of Durham (CAFCANAD),1327060-2,768606303RC0001
Brampton African Museum Of History and Culture,1336199-3,776172009RC0001
"Proud Son of African Slaves (Proud Son, Daughter, Child, Children, Descendant, of African Slaves)",1375986-5,748109600RC0001
African Canadian Community Consultants,1388981-5,738016203RC0001
AFRICAN COMMUNITY BUILDING FORUM OF YORK REGION,1392560-9,734071608RC0001
PAN-AFRICAN DEMENTIA ASSOCIATION,1398651-9,729710400RC0001
NIAGARA AFRICAN CARIBBEAN CULTURE ORGANIZATION,1414758-8,718909104RC0001
The African Food and Culture Festival Corp.,1426831-8,709095806RC0001
African Excellence Hub,1432356-4,705237006RC0001
AFRICAN YOUTHS IN CANADA,1445176-7,758574347RC0001
Pan-African Student Scholarship Funds,1448086-4,756507943RC0001
Council of African Professionals (CAP),1454839-6,788858819RC0001
Centre for African Cultural Innovation,1472187-0,737156547
African Heritage Centre,1478894-0,732268545
Simcoe county African association,1504121-0,751460817RC0001
African Art Foundation,1505234-3,750618019RC0001
African Rebirth,1509923-4,746790815RC0001
AFRICAN CANADIAN FOUNDATION INC.,1513740-3,706304342RC0001
African Arts Institute,1513798-5,706245545RC0001
African Hope Services (AHS),1516835-0,703925545RC0001
Canadian African Construction Association,1532644-3,792224750RC0001
African Hockey Association AHA!,1536915-1,726570815RC0001
MN Fashion and Cosmetic African and Caribbean grocery,1545951-6,715957213RC0001
Pan African Women's Association of Surgeons,1557940-6,710825217RC0001
African Canadian Diaspora Network,1559355-7,771648557RC0001
CLAN (Canada's Leading African Network),1560249-1,705728814RC0001
EAST AFRICAN COMMUNITY RESOURCE CENTER,1565580-3,704568617RC0001
African Cultural Development Association International - UCDAC,1575215-9,797451820RC0001
Amalgamated Society of African Automobile Technicians and Engineers in Canada,1577642-2,795659226RC0001
THE AFRICAN DESCENT MULTICULTURAL CENTRE,1579368-8,794268821RC0001
Welcome Home African Community Support Services (WHACSS): Empowerment in Unity,1579600-8,794152223RC0001
African Heritage Association,1580501-5,755541554RC0001
African Village Community Centre,1597814-9,738328350RC0001
The Black Canadian African Heritage Foundation,1605546-0,733439152RC0001
AfriCan Link & Global Education Canada,1617936-3,762716223RC0001
Thriving African Families,1620072-9,761331628RC0001
The African Harmony Collective,1633449-1,751318023RC0001
FEDERATION OF THE CANADIAN AFRICAN DIASPORA,1641781-7,744503228RC0001
African Women in Leadership Organization,1642457-1,706661758RC0001
African Food Studies Centre,1651098-1,737055624RC0001
African Canadian Women and Youth Alliance,1651751-0,799472360RC0001
African Canadian Alliance Centre US,1662570-3,727764227RC0001
African Community Family Crisis Intervention & Resource Centre,1662882-6,790267967RC0001
EAST AFRICAN DJAMIA CENTER,1668018-6,781621966RC0001
Brampton International Diaspora African Festival,1681282-1,775718364RC0001
African Canadian Association of Ottawa,1006790-3,709004295RC0001
Canadian Centre for African Development Inc.,1010849-9,724501697RC0001
Pan African Centre for Climate Policy,1017199-9,720572726RC0001
Continental African Diaspora Scholars Network - Canada,1521968-0,799854559RC0001
SPORTS FOR ALL AFRICAN-CANADIAN INITIATIVE,1525085-4,797496551RC0001
The Health Research Council for People of African Descent,1685957-7,771142361RC0001
My Intentional African Family of Canada (My InAf Family of Canada),1695257-7,763389368RC0001
Yekson Museum and Gallery of African Art,1695947-4,795534239RC0001
No African Child Left Behind,1707571-5,754009769RC0001
African Food bank Canada,1708090-5,753527563RC0001
COUNCIL OF AFRICAN PROFESSIONALS FOUNDATION,1708180-4,752413567RC0001
African Diaspora Connection,1713392-8,748995768RC0001
African Bee Ecology Network,1735790-7,767634637RC0001
AFRICAN-REMEDIAL INITIATIVE,1736433-4,731040564RC0001
AFRICAN CANADIAN COMMUNITY AND BUSINESS DEVELOPMENT ORGANIZATION,1417872-6,715650404RC0001
AfriCana Music Festival,1416470-9,717773501RC0001
"AFRICANA MUSIC, ART & CULTURAL SOCIETY",1512985-1,744668815RC0001
AFRICANADA ECONOMIC DEVELOPMENT AND CULTURE,1493588-8,720833144RC0001
AfriCanadaHub,1232885-2,713240539RC0001
Black Africanness RCIC,1526874-5,796469757RC0001
AFRICANS' LEAGUE OF CANADA,935987-7,814100962RC0001
LIFT AFRICANS INITIATIVE,1688795-3,768857567RC0001
AfriCANthology Canada,1287506-3,767882061RC0001
AfricaWILL Foundation,1649175-8,701675357RC0001
Africentric Arts,1215026-3,727439879RC0001
Sawubona Africentric Circle of Support,1476994-5,771808615
Africkonect Foundation,1196162-4,735950537RC0001
Afrifursa,1720618-6,779858034RC0001
AfriHub for Integrated Learning,1681723-8,773443163RC0001
Hero's of Horn Afrik Foundation,1555407-1,775226558RC0001
Aya Afrika Foundation,985456-8,757255922RC0001
Afrika Outbound,1198940-5,739361079RC0001
AFRIKAART INC.,1242918-7,705870731RC0001
Afrikan Business Group of Organizations,763396-3,805862711RC0001
PAN AFRIKAN COALITION OF CANADA,770422-4,821195609RC0001
THE DRUM-ONLINE Organization (Pan-Afrikan),1389059-7,737590000RC0001
L'AFRIKANA CBO-Canada,1603358-0,737503953RC0001
AfrikanaKids Foundation,1559731-5,709283410RC0001
CONSEIL CANADIEN POUR L'AFRIQUE,407423-8,863679064RC0001
Connexion Jeunesse Canada Afrique (CJCA),425498-8,854792231RC0001
La Maison d'Afrique,963586-6,778675124RC0001
BUREAU INTERNATIONAL DE LUTTE CONTRE LA CORRUPTION EN AFRIQUE,1040493-4,794169482RC0001
AFRIQUE FC TORONTO,1104947-0,728341314RC0001
ASSOCIATION DES FUMÉS & SALÉS D'AFRIQUE-CARAIBE-CANADA,1175969-8,759208937RC0001
Centre Canadien de Recherche Interdisciplinaire sur l'Afrique (CARIA),1207202-5,733496137RC0001
Génie D'Afrique Foundation (GAF),1346788-1,768568701RC0001
Fusion Culturelle Afrique-Canada,1629811-7,753926625RC0001
SYNERGIE INTERNATIONALE POUR LE DEVELOPPEMENT DE L'AFRIQUE,1190917-7,746616275RC0001
"Ebene D'afrique ""EBA""",1361933-8,757970009RC0001
Afrismiles,1314511-5,790789200RC0001
Afriwat,1499687-9,754731412RC0001
Afriyie Foundation,1513227-4,744670811RC0001
AFRO-CARIBE COMMUNITY FOUNDATION OF KINGSTON,973682-4,771642097RC0001
AFRO ASIA-PACIFIC DEVELOPMENT COUNCIL FOUNDATION,1050988-4,782839914RC0001
AFRO-CANADIAN CHAMBER OF COMMERCE,1131189-1,795154731RC0001
International Afro Society,1149608-5,771517133RC0001
Afro Women and Youth Foundation,1165808-5,767931934RC0001
Afro Dominicana Community Organization,1204384-0,735458739RC0001
Afro Professionals,1227526-1,717147474RC0001
Afro Canadian Contractors Association,1231644-7,714111531RC0001
Afro- Canadian Outreach Foundation,1238019-6,708952874RC0001
Paving Positive Pathways for Afro-Caribbeans,1244663-4,704458538RC0001
AFRO-CANADA DEVELOPMENT FOUNDATION,1246442-0,703131730RC0001
Afro Canadian Political Literacy Foundation,1309725-1,794278507RC0001
Ontario Afro Culinary Hub,1349570-1,766711600RC0001
The Youngsters Afro-Caribbean Network,1400062-5,728741000RC0001
Dynamique Afro-Vision,1411933-9,719267403RC0001
Conseil des auteur·e·s francophones afro-canadien·ne·s (CAFAC),1455549-0,749630349RC0001
Afro Canadian Youth Development and Support Org,1477848-1,732304944
FESTIVAL INTERNATIONAL AFRO ET DIVERSITÉ DE CORNWALL SDG,1494513-1,758228217RC0001
Afro-Canadian Resettlement Association,1503415-9,714078946RC0001
AFRO ARTS AND CULTURAL FESTIVAL,1517639-5,703388744RC0001
COMMUNAUTE AFRO-CANADIEN ET MALADIES MENTALES,1519989-1,700751142RC0001
Afro Arts Cultural Masquerade Organization,1556822-6,773859954RC0001
Afro Ignite,1574135-1,794734624RC0001
New Afro - Canadian Foundation,1574905-1,760064956RC0001
Afro Canadian Business Alliance,1580901-1,750562159RC0001
Afro Canadian Development Inc.,1627750-1,755333424RC0001
Afro Cognitive Health Collective,1635827-6,711629758RC0001
AFRO-CANADIAN WOMEN PRAYER MINISTRY,1642074-5,706986353RC0001
Somali Canadian afro culture center,1643003-1,742612625RC0001
Afro Heritage Festival,1646350-9,704168756RC0001
Afro-Canadian Refugee Food Support Initiative,1652499-1,735832222RC0001
Afro-Canadian Centre for Women and Families,1657197-2,794907360RC0001
Afro and Black Construction and Design Crew,1659859-5,792683567RC0001
Afro Guardian initiative AGI,1200772-0,737802132RC0001
AFRO-CARIBBEAN CULTURE AND ARTS COMMUNITY CENTRE,1363990-8,756421806RC0001
Afro-Canada Agribusiness Initiative,1522227-3,799807151RC0001
Familles Afro Francofun,1692014-4,703093021RC0001
Resettlement Society for Displaced Afro-Indigenous Nova Scotians,1692606-1,702627621RC0001
AFRO-FRANCOPHONIE CANADA,1693079-4,765383369RC0001
Afro-Canadian Cultural and Art Association,1709482-5,788799039RC0001
Rendez-vous des Aîné·e·s Haïtiens et Afro-caribéens d’Ottawa,1716073-9,783569833RC0001
Afro-Canadian International Sport Association,1729174-4,735206161RC0001
LuvBay Afrobeat Music Talk Radio,1224659-7,719396533RC0001
AFROBEATS MUSIC FESTIVALS INC.,1391723-1,734736408RC0001
AfroBiome Foods Incorporated,1673955-5,780296760RC0001
London AfroCentric Arts Association,1504795-1,713016749RC0001
Afrofest Sudbury,1183079-1,753428275RC0001
AFROTROPICAL MARKET GARDEN PLUS,1527883-0,795779156RC0001
AFROWAVETO,1219373-6,724130133RC0001
Pakistan Sweet Home-AFT,1507705-2,748796018RC0001
Afta Human Development Foundation,1402248-3,723625307RC0001
after the curb,1101815-9,732938287RC0001
Ladies After God’s Own Heart ministry,1206662-9,733864730RC0001
Aftermath Association Corporation,986215-3,737674523RC0001
Aftermetoo,1082737-1,749805917RC0001
OTTAWA TALMUD TORAH AFTERNOON SCHOOL,1156981-3,136886637RC0001
Afternoon Community,1647996-1,702731753RC0001
"Deans Council - Agriculture, Food and Veterinary Medicine (Deans Council AFVM)",258314-3,896828969RC0001
Faraja-Afya Initiative,1643747-8,742794027RC0001
Afya of Southwestern Ontario,1731183-4,771057437RC0001
Afya Pour Tous,1737333-3,765666839RC0001
Afzal Islamic School & Musalla,1491079-6,722821543RC0001
SURELIFE AG MINISTRIES,1213814-0,727954737RC0001
"Holy Hill Chapel Makarios City, AG",1673309-3,781622162RC0001
AGA KHAN FOUNDATION CANADA,066641-6,100072586RC0001
The Aga Khan Museum,813389-1,821197514RC0001
AGAD NATION,1683778-6,710288226RC0001
AGADABALL CHARITY,1458411-2,786103416RC0001
Agah Association,952082-1,795726520RC0001
I Live Again Canada,1203844-7,736014275RC0001
Born Again Recovery Ministries,1676132-1,717318422RC0001
Make Jamaica Great Again Foundation,1744288-2,760861435RC0001
CANADIAN LEAGUE AGAINST EPILEPSY,018410-1,890266596RC0001
Global Organization of Parliamentarians Against Corruption,414740-5,878358100RC0001
CANADIAN PARTNERSHIP AGAINST CANCER CORPORATION,438985-9,834344368RC0001
DOCTORS AGAINST RACISM AND ANTI-SEMITISM (DARA),452367-9,801050691RC0001
Mothers Against Drunk Driving (MADD Canada) -,250063-9,139072060RC0001
Mothers Against Wind Turbines Inc.,873143-8,833998974RC0001
PEOPLE AGAINST VIOLENCE ORG.,908212-3,824807382RC0001
Bon Echo Area Residents Against Turbines,932328-7,820357929RC0001
THE GLOBAL RESEARCH EPICENTER AGAINST HUMAN TRAFFICKING,938929-6,798215497RC0001
FEDERATED INITIATIVE AGAINST POVERTY,952826-1,794510529RC0001
Canadians Against Slavery,767272-1,840685119RC0001
Ottawa Coalition to End Violence Against Women,792266-3,847440500RC0001
CHRISTIANS AGAINST POVERTY CANADA,822846-9,841397532RC0001
MPAHT Meeting Professionals Against Human Trafficking,1062309-1,771284080RC0001
World Organization Against Corruption,1116274-8,719601684RC0001
CANADIAN COALITION AGAINST TERROR (C-CAT),1152183-7,781060678RC0001
Positive progress against climate change,1167805-1,766045330
Parents Against Driving High,1213211-7,729196139RC0001
Canadians Against Oppression & Persecution (CAOP),1216565-1,726725674RC0001
The Canadian Council of Business Leaders Against Anti-Black Systemic Racism,1220983-7,723021531RC0001
Council of Muslims Against Antisemitism,1224277-0,719874331RC0001
Against Parental Alienation Canada,1232529-2,708537733RC0001
Coalition of Innovation Leaders Against Racism (CILAR),1237791-8,709680532RC0001
People Against Littering,1292227-4,766484547RC0001
VOICES AGAINST FEMALE GENITAL MUTILATION FOUNDATION,1292959-7,764876744RC0001
National Coalition of Canadians Against Anti-Asian Racism,1306325-9,796838803RC0001
Parents Against Racism Simcoe County,1394856-1,733200505RC0001
International Coalition Against Discrimination,1512174-4,745111211RC0001
Global Fight Against Human Trafficking,1564267-1,768076358RC0001
Logistics Against Poverty,1589866-8,746959550RC0001
Canadian Women Against Antisemitism Foundation,1592220-8,745932558RC0001
DAWN Against Trafficking,1623530-1,758629224RC0001
Voices Against Violence,1631107-5,715345153RC0001
Stand Against Bullies Foundation,1642829-1,743758229RC0001
Fight Against Brain Injury Foundation,1645796-7,704591353RC0001
Against Racism Toronto,1690302-9,767733769RC0001
United Against Antisemitism Association,1690835-7,703954826RC0001
ARTISTS AGAINST RACISM,322424-4,892377540RC0001
International Coalition Against Racism Everywhere,1712445-7,783559230RC0001
CLARITY AGAINST CANCER,1734989-1,732350368RC0001
Agalateya Sports Club,1405067-3,724911805RC0001
Jesus Deliverance Ministry - The Agalop of Canada,1112600-8,723010484RC0001
Agama International Zen Practice Centre,1531610-3,730739216RC0001
Progression by Agame,1245190-5,703975136RC0001
Agape Unlimited Health Services,452666-0,846048452RC0001
"Unity Church of Agape, Toronto",199474-3,108160466RC0001
"AGAPE RESTORATION OUTREACH CENTRE, INC.",249183-4,890144975RC0001
Agape Dream Foundation,900331-2,837604990RC0001
Agape Vision Impact,928742-6,802916197RC0001
Agape Ensemble,930696-0,819587163RC0001
Agape International Fellowship Canada,1114450-2,721235281RC0001
AGAPE TOUCH,1208761-8,732377338RC0001
Agape BPC,1209143-7,732357074RC0001
The AGAPE House Church,1264561-1,786655860RC0001
Agape Chinese Bible Church,1286436-3,769974940RC0001
Project Agape,1309287-9,794363507RC0001
The Agape Christian Ministries (The Amplified Church),1411903-7,719699803RC0001
Agape Place Peel Inc.,1515734-0,704757145RC0001
AGAPE LIGHT CHURCH Inc.,1601492-5,738620350RC0001
Agape Pathway Canada,1702075-9,793679838RC0001
Agape Life Community,1733583-1,768846834RC0001
AgArt International,1683809-0,710299223RC0001
World Agarwood Association,1733747-7,768835431RC0001
World Agarwood Industry Federation,1733748-5,768872236RC0001
AGATA Resource Centre. Inc.,1142906-0,792142671RC0001
Assocation des groupes en arts visuels francophones (AGAVF),423014-1,864449475RC0001
THE SUNDAY BASIL AGBA LEGACY FOUNDATION,1418089-5,715449203RC0001
CHRIST APOSTOLIC CHURCH (AGBALA ITURA) BRAMPTON ASSEMBLY,447843-6,856050299RC0001
Peter Agboga Derock Ministries,1720025-1,780487039RC0001
L'Amicale des Guinéens de la Capitale Nationale (AGCN),813415-4,801885286RC0001
AGCOM Canada - Ark of God's Covenant Ministry Canada,1718679-7,745439760RC0001
Third Age Learning - York Region,878579-1,812825230RC0001
ARIRANG AGE-FRIENDLY COMMUNITY CENTRE,882105-4,813245636RC0001
AGE-WELL NCE,909002-9,824029987RC0001
The Age of Elegance Qipao Group,1101244-4,733079685RC0001
Canadian Golden Age Celebration,1217505-3,725442073RC0001
Third Age Learning Kitchener-Waterloo,1302772-4,798431300RC0001
Chinese Age-well Research and Education,1340791-8,773174701RC0001
Age Well Strategies Inc,1435252-1,704699701RC0001
Golden Age Living,1460674-4,746306943RC0001
Age-Friendly North Lanark,1471438-5,775728819
Golden Age in Motion,1491885-1,759605215RC0001
AGE Charitable Foundation,1651926-1,799816368RC0001
Golden Age Care Initiative,1659046-2,793516360RC0001
Age-Friendly Niagara Council,1689532-8,705189025
GOLDEN AGE Seniors Social Association,1716980-9,746645365RC0001
JCA Golden Age Club,1727332-1,738404961RC0001
CANADIAN MIDDLE-OLD AGED MULTICULTURALISM FEDERATION,1167015-8,766872733RC0001
Gadnite Child and Aged Aid Foundation,1191635-1,745791475RC0001
PROJET INTERNATIONAL D'AIDE AUX PERSONNES AGEES ET DEFAVORISEES<< PIDPAD>>,1179594-5,755674132RC0001
INTERNATIONAL FEDERATION ON AGEING,292191-0,137463808RC0001
IFA INTERNATIONAL CENTRE OF EXCELLENCE ON AGEING,897282-6,817135981RC0001
Ageless International Film Festival,1283887-7,772396941RC0001
Ageless Solar Developments Inc,1607556-8,734433154RC0001
Ageless Horizons Foundation,1728797-6,737301960RC0001
Association of Canadian Travel Agencies,022640-8,106683451RC0001
Institute of Canadian Agencies,046221-7,107508509RC0001
Canadian Association of Provincial Cancer Agencies,367005-8,884346123RC0001
Association of International Customs and Border Agencies,384599-1,861369197RC0001
CANADIAN ASSOCIATION OF INDEPENDENT LIFE BROKERAGE AGENCIES,428994-3,Not Available
Canadian Network of Agencies for Regulation (CNAR),438094-1,837868322RC0001
THE ASSOCIATION OF PROFESSIONAL SECURITY AGENCIES,292227-4,873911473RC0001
THE FEDERAL LIBERAL AGENCY OF CANADA,092908-5,107377921RC0001
ALL NATIONS INTERNATIONAL DEVELOPMENT AGENCY,335302-8,886394162RC0001
XINHUA NEWS AGENCY OTTAWA BUREAU,401719-6,862615317RC0001
GENERAL INSURANCE STATISTICAL AGENCY,431227-9,831264742RC0001
Building Blocks for Child Care: The Canadian Development Agency for Early Learning and Child Care Services Inc.,432963-5,816877070RC0001
