Corporate Name,Corporation Number,Business Number
Canadian Society for Agricultural and Biosystems Engineering Foundation,417143-8,883586901RC0001
CANADIAN AGRICULTURAL HUMAN RESOURCE COUNCIL (CAHRC),440657-5,827254962RC0001
Agricultural Manufacturers of Canada Inc.,440892-6,852532183RC0001
Canadian Foundation for Food and Agricultural Education,216744-1,121934947RC0001
Resource Efficient Agricultural Production (REAP) -Canada,230782-1,107877839RC0001
CANADIAN AGRICULTURAL ECONOMICS & FARM MANAGEMENT FOUNDATION,239567-3,875617862RC0001
Canadian Agricultural Safety Association,316924-3,872253000RC0001
NSF Canada Agricultural Certification Company,928001-4,813418563RC0001
Tarlac Agricultural University North America Association,1005237-0,734439722RC0001
Canada Agricultural Development Association,1075663-6,748245313RC0001
Bangladesh Agricultural University Alumni in Canada,1101002-6,732674718RC0001
Agricultural Resilience Incentives,1138816-9,796210474RC0001
Bethel Agricultural Association (Canada) Inc.,1228012-4,716964077RC0001
Heritage Agricultural Youth Inc.,1267818-7,785862749RC0001
Canada and China Agricultural Professional Technology Alliance (CCAPTA),1351356-4,765554704RC0001
Canadian Centre for Agricultural Wellbeing,1431892-7,706952900RC0001
The Canadian Institute of Northern Agricultural and Aquaculture Research,1460362-1,784371015RC0001
Canadian Association of Agricultural Technology,1575788-6,759424153RC0001
Sustainable Environmental and Agricultural Solutions SEAS,1585484-9,786482224RC0001
International Torrid Temperate Frigid Agricultural Innovation Association,1588848-4,748602158RC0001
G-AIR GREEN AGRICULTURAL INSTITUTE OF RESEARCH,1014394-4,722770492RC0001
Farmers of North America Strategic Agriculture Institute,444933-9,810071159RC0001
Centre d’initiatives en agriculture de la région de Coaticook,264598-0,133946392RC0001
Canadian Federation of Agriculture,268096-3,106845761RC0001
"Canadian Chinese Federation of Agriculture, Industry & Commerce",836705-1,828676130RC0001
National Indigenous Agriculture Association Limited,848609-3,812990737RC0001
Agriculture in the Classroom Canada,915505-8,806867396RC0001
Sustainable Agriculture Education Partnership,967167-6,778855692RC0001
AGRICULTURE FOR LIFE INC.,797985-1,845824507RC0001
Canada China International Agriculture Livestock and Fishery Alliance,1029703-8,797696887RC0001
China-Canada Ocean and Agriculture Business Partnership,1051501-9,781108485RC0001
The Do More Agriculture Foundation,1054530-9,778820910RC0001
Reimagine Agriculture,1111340-2,723157913RC0001
Global Alliance for Food and Agriculture,1125884-2,707824280RC0001
Global Institute For Sustainable Agriculture and Food,1156302-5,777236274RC0001
ASAEAC Association for Sustainable Agriculture in East Asia (Canada),1160100-8,773540679RC0001
Results Driven Agriculture Research,1221498-9,722480332RC0001
Sesay Agriculture Institute,1244898-0,704349331RC0001
International Institute of Food & Agriculture,1348165-4,767837701RC0001
National Circle for Indigenous Agriculture and Food,1460016-9,746804343RC0001
INTERNATIONAL YOUTHS IN CANADIAN AGRICULTURE,1563246-3,768293359RC0001
Global Foundation for Agriculture Governance (GloFAG),1593213-1,745429159RC0001
High-Performance Agriculture Coalition,1671706-3,720438423RC0001
BeEarth Center for Sustainable Urban Agriculture and Innovation,1675008-7,780511366RC0001
Building Careers and Futures in Agriculture,1011888-5,726701329RC0001
"LCJCCIA Libyan-Canadian Joint Chamber of Commerce, Industry, and Agriculture Inc.",1524311-4,795030758RC0001
CANADIAN CELLULAR AGRICULTURE ALLIANCE,1527753-1,795804558RC0001
Agridiscovery Foundation,1503303-9,714210143RC0001
AgriFood IMPACT,1296690-5,761209469RC0001
The Association of Agripreneurs for Development,1329807-8,780389805RC0001
Agrisphere Ltd.,1632939-0,750917023RC0001
KINGSTON UNITED AGRIVENTURE COMMUNITY FARM,1449751-1,754591949RC0001
AGRIVITA CANADA INC.,446115-1,818464950RC0001
Agrivoltaics Canada,1501763-7,715203345RC0001
Agrizen International Traditional Chinese Medicine College,981621-6,762453892RC0001
International Agro-Industrial Fiber Technologies Centre,1378238-7,747752301RC0001
Groupe Export agroalimentaire QUÉBEC-CANADA,263356-6,131403289RC0001
Association Canadienne des Anciens de la Faculté d'Agronomie et de Médecine Vétérinaire,1368847-0,753490408RC0001
Canadian Society of Agronomy Inc.,422691-7,860662949RC0001
Council of Producers & Distributors of Agrotechnology - Canada,830400-9,841942048RC0001
AgroTouch,1221298-6,722784477RC0001
AgroWaY Center for Women and Youth,1406279-5,725073506RC0001
Atoma Global Society (AGS),1246427-6,703079335RC0001
Anglican Grammar School Nbawsi Old Students Association (AGSNOBA) Diaspora Worldwide Incorporated.,1736938-7,766382436RC0001
Association AGTB Canada,764673-9,828249805RC0001
AGUDAS SHOMREI HADAS JEWISH COMMUNITY SERVICES INC,1049805-0,726064892RC0001
Agudas Tomchei Nachal Novea Charitable Organization,1335041-0,889092870RC0001
Agudath Israel Canada,1611602-7,730876554RC0001
"Guzun Ch'ah ""Good Way""",967456-0,778430124RC0001
Canadian Council of Ahlus Sunnah wal Jama'ah,1168876-6,765974670
AHA YOUTH CENTER,1595137-2,781601620RC0001
Al Ahad Foundation,1378992-6,747218303RC0001
Al-Ahad Islamic Welfare Foundation,1717807-7,746010362RC0001
Ahadi Shines,1295756-6,795170802RC0001
COUNCIL OF BRONG AHAFO ASSOCIATIONS OF NORTH AMERICA,1028806-3,708720891RC0001
AHAL AL KITAAB MINISTRIES,343464-8,873966097RC0001
YALDEI AHARON,1034095-2,789773918RC0001
SANCTUAIRE AHASO SPEMKI,975875-5,769062696RC0001
Ahavah Christian Fellowship,1235873-5,711062737RC0001
Congregation Ahavas Torah,1433878-2,705521300RC0001
AHAY,1310529-6,792457509RC0001
The Benjamin Ahdoot and Yaffa Tegegne Foundation,1456726-9,749542346RC0001
MILES AHEAD FOUNDATION,1095606-6,737660316RC0001
AHEPA FAMILY CHARITABLE FOUNDATION OF CANADA,149307-8,118834860RC0001
The Canadian Order of Ahepa,793584-6,836008300RC0001
AHEPA Ottawa,1162806-2,771357878RC0001
Fondation Boris Ahiha,1633298-6,750925026RC0001
THE STORMONT DUNDAS GLENGARRY/AHKWESAHSNE CHILDRENS’ TREATMENT CENTRE,325101-2,894328996RC0001
AHL-ILL BAIT ISLAMIC ORGANIZATION,287368-1,877174078RC0001
The Ahle Hadith Society of Canada,1031788-8,704384692RC0001
Jamat Ahle Sunnat Canada,1614744-5,765336029RC0001
JAMAA'TU AHLI LLAHI CANADA BRANCH (JAMAHLIY),1489117-1,724356746RC0001
AHLU DUTHUR CHARITY ORGANIZATION,1272584-3,766854145RC0001
Durham United Ahlul Bayt Centre,929478-3,821835766RC0001
AHLUL-BAYT COMMUNITY CENTER - OTTAWA,1047276-0,787454289RC0001
Ahlul-Bayt School of Leadership Incorporated,1160111-3,773003876RC0001
AHLUS SUNNAH WAL JAMA'T ISLAMIC CENTRE INC.,1650494-9,738177229RC0001
AHLY CANADA INC,1405008-8,726130305RC0001
The Yousef Haj-Ahmad Family Foundation,1346316-8,768947608RC0001
AHMADIYYA MUSLIM JAMA'AT INC.,447513-5,803186154RC0001
Ahmadiyya Muslim Jama'at Canada Inc.,913088-8,Not Available
Majlis Khuddamul Ahmadiyya Canada,1226255-0,718286933RC0001
Ahmadiyya Muslim Medical Association of Canada,1632089-9,714835758RC0001
Ahmadiyya Muslim Lawyers Association Canada,1729548-1,736753369RC0001
FONDATION CHEIKH AHMED TIDJANE CHERIF DE MONTREAL,1122090-0,713903888RC0001
Imam-Ahmed,1721263-1,779400639RC0001
Ahouva MusiQ,1283151-1,764723664RC0001
The Ahrens Family Foundation,1093096-2,740397716RC0001
Association des Braves d'Ahuntsic Inc.,287245-5,874796279RC0001
Atypical Hemolytic Uremic Syndrome Canada (aHUS),830504-8,839094539RC0001
TANZEEM AHYA-E-ISLAM,1258060-8,792779662RC0001
TORONTO CHINESE AI YUE PHILHARMONIC ARTS CENTER,866199-5,843621970RC0001
AI RONG ASSOCIATION,939058-8,792970527RC0001
SCALE AI - Canadian Artificial Intelligence Supercluster,1046675-1,788139889RC0001
Da Ai Culture Foundation,1083246-4,749442919RC0001
Montreal AI Ethics Institute,1085957-5,746566710RC0001
cyberdefense.ai inc.,1129831-3,706321684RC0001
Institute on Networking Systems of AI,1249524-4,799545744RC0001
Ask AI,1273303-0,780719860RC0001
Women in AI,1284962-3,770471464RC0001
Destination AI,1351916-3,763853801RC0001
Responsible AI Institute of Canada,1413095-2,718863004RC0001
Governance by AI Association,1496491-8,782880355RC0001
Canadian Ai Foundation,1496958-8,799816954RC0001
SAIL Society for AI Literacy,1511489-6,745342618RC0001
The AI Safety Foundation,1586163-2,788672822RC0001
Fellowship of AI United,1599098-0,777974023RC0001
AI Global South Summit Foundation,1624460-2,757842422RC0001
AI Professional Development Foundation,1635293-6,749877429RC0001
AI Dynamics Learning Initiative,1638138-3,710142555RC0001
WM AI TECHNOLOGIES INC.,1652723-0,735465023RC0001
Centre for Excellence in Nonprofit AI,1659201-5,792740961RC0001
Just BReady.ai Inc.,1673642-4,781696166RC0001
Maple AI Innovation Foundation,1692448-4,702219627RC0001
Scientific Research-AI Lab,1697413-9,761180165RC0001
Ottawa Responsible AI Hub,1700683-7,759503568RC0001
AI Nexus for Black Innovators (AINBI),1704696-1,755993565RC0001
"Canadian Association for Robotics, AI and Technology",1708704-7,752412965RC0001
CANADA AI LAWYERS ASSOCIATION,1711219-0,787577832RC0001
Canada AI Olympiad,1715635-9,747596963RC0001
Rocky Mountain AI Hub Ltd.,1716262-6,783502636RC0001
Canada’s AI Sovereignty & Innovation Cluster (CAISIC) Inc.,1720558-9,779507433RC0001
CLAIR AI Governance Association,1727239-1,774328637RC0001
Intellidora AI Innovation Institute,1728363-6,772907036RC0001
The AI Ladies Lounge,1729509-0,772700035RC0001
Mindshift AI,1737443-7,730529765RC0001
Canada AI & Robotics Innovation Association,1738015-1,727044364RC0001
Foundation for Ethical AI,1740204-0,728634163RC0001
AIA HIGH FIVES FOR KIDS FOUNDATION,443118-9,854837754RC0001
Aia - aikido and iaido association,1582765-5,791357429RC0001
Italian Growers Association of Canada (AIC Canada),1621148-8,760443622RC0001
AICA UNIVERSELLE,1015808-9,722281490RC0001
"ASSOCIATION OF ITALIAN CHEFS OF CANADA (""AICC"")",306055-1,877925479RC0001
AICCC Association,1183070-8,751607078RC0001
AICICI,1210702-3,730722931RC0001
AICP: Association of Indo-Canadian Physicians,303618-9,896176377RC0001
CANADIAN BALTIC IMMIGRANT AID SOCIETY,034453-2,Not Available
JEWISH IMMIGRANT AID SERVICES OF CANADA,047169-1,107534851RC0001
Aid to the Church in Need (Canada) Inc.,132701-1,130362593RC0001
CANADIAN AID FOR CHERNOBYL,349021-1,891430829RC0001
OTTAWA VALLEY AID FOR CHERNOBYL CHILDREN,354891-1,880166426RC0001
The Ferret Aid Society,354948-8,875654220RC0001
COME OVER AND HELP AID ORGANIZATION INC.,362260-6,868109091RC0001
JIAS (Jewish Immigrant Aid Services) Toronto,417569-7,882852304RC0001
DISASTER AID CANADA,421570-2,855922704RC0001
CHARIS GLOBAL COMMUNITY AID,423917-2,887339901RC0001
Durham Children's Aid Foundation,424540-7,854260940RC0001
CMAC Christian Mission Aid Canada,425459-7,870771508RC0001
ICEJ Canada Aid and Development,433935-5,810954743RC0001
Social Aid For the Elimination of Rape,448053-8,856912894RC0001
True North Aid,451182-4,813183696RC0001
SUSTAINABLE COMMUNITY AID NETWORK,453631-2,838935658RC0001
Christian Aid & Relational Evangelism Incorporated,258370-4,138905757RC0001
GLOBAL AID NETWORK,293574-1,890240997RC0001
Canadian Physicians for Aid and Relief,294632-7,118835230RC0001
RENDER EFFECTIVE AID TO CHILDREN INC.,307619-9,895034189RC0001
TEREZIA AID ORGANIZATION,836660-8,833197130RC0001
MISSIONS AID NETWORK,836780-9,826177933RC0001
CHARITIES AID FOUNDATION CANADA,855429-3,801966334RC0001
Sadaat Aid Foundation,866205-3,843621772RC0001
North Central Mutual Aid Association (NCMAA),871655-2,827657636RC0001
Canadian Aid and Development Association (CADA),917898-8,816141790RC0001
WORLD AID HUMANITY FOUNDATION,944927-2,803783729RC0001
Aid for Aids Canada,960803-6,762877926RC0001
SYRIAN ASSOCIATION RELIEF AID CORP.,963802-4,782617294RC0001
First Aid Network,971310-7,773828926RC0001
CAREER AID NETWORKING ASSOCIATION,979201-5,764480299RC0001
CANADIAN INTERNATIONAL AID DEVELOPMENT,985593-9,756935524RC0001
"Social Association for International Youth, Aid and Reform (SAIYAR)",987667-7,755657095RC0001
"Association for Reconstruction, Development and Aid in Qunaytira- ARDAQ",993100-7,748351723RC0001
Lifeline Foundation for Humanitarian Aid and Sustainable Development,1001461-3,738830892RC0001
CARAVAN OF HOPE GLOBAL AID,797857-0,834078289RC0001
Allies In Diversity (AID),1022857-5,715530093RC0001
Vanni Aid Canada Inc.,1058812-1,774952287RC0001
Church & Missions Aid Network,1074433-6,757840319RC0001
The Catholic Children's Aid Foundation,1115209-2,720484682RC0001
Humanitarian Aid Canada,1123020-4,711645911RC0001
Holistic Aid for Living and Education (HALE),1123155-3,711996710RC0001
Islamic Aid,1136623-8,797685138RC0001
CANADIAN AID TO PERSECUTED CHRISTIANS,1139627-7,795406479RC0001
Mennonite Union Aid Canada,1149962-9,783260870RC0001
BRYSON ANIMAL AID CHARITABLE FOUNDATION,1171022-2,761101930RC0001
Gunel Aslanova & Asif Karimov Aid Foundation,1171302-7,763743473RC0001
Formation plongée secourisme Barracuda Scuba-diving First Aid Training,1181844-9,754472876RC0001
Aid for Portugal,1183258-1,753244672RC0001
Mothers' Aid Society of Canada,1187923-5,748999877RC0001
HELP AID CANADA,1204719-5,735477275RC0001
Global Humanitarian Aid,1204998-8,734456270RC0001
Bibek Aid Foundation,1205272-5,734561731RC0001
Humanitarian Aid Society International Liberia,1270798-5,783120546RC0001
Chinese Canadian Aid Alliance,1290152-8,766346662RC0001
NRI AID,1310711-6,793490202RC0001
Humanitarian Aid and Services North America,1312519-0,792246001RC0001
ImmiAid Immigrant Aid Society,1313325-7,791738107RC0001
United Aid Foundation,1325948-0,782926802RC0001
Islamic Humanitarian Aid Canada,1339856-1,773934708RC0001
Mental Health Mutual-aid Hub Canada,1342625-4,770373207RC0001
GLOBAL AID ETHIOPIA,1381412-2,744243809RC0001
MFAS - MUSLIM FUNERAL AID SERVICES,1397514-2,731870309RC0001
Terralog International Relief Aid,1413350-1,718535107RC0001
Tigray Humanitarian Aid (THA),1425410-4,711389106RC0001
North American Sikhs Aid,1432877-9,706331907RC0001
Why Not International Aid Foundation,1436778-2,703496901RC0001
Forgotten Souls Spay/Neuter Aid,1443070-1,797824810RC0001
Canadian Aid Society in Sudan(CASIS),1449877-1,754886745RC0001
Alma Aid Foundation,1477674-7,771166014
Réseau Aid'Solis,1478154-6,732832548
Ashraful Aid Foundation Canada,1482088-6,767422413
BeVi Aid  Association,1483871-8,766223218
Canadian Aid for Relief and Education,1489884-2,761573419RC0001
Rahma Aid,1500244-3,754252211RC0001
Punjabis Aid,1502473-1,752666818RC0001
Zanmi Lapolis Aid Foundation,1506672-7,749334413RC0001
Sikh Aid Global,1510121-2,746868215RC0001
Women of Punjab Aid,1532436-0,792246753RC0001
GOOD SAMARITAN ORPHAN AID,1537702-1,726282817RC0001
Yusr Funeral Financial Aid,1550612-3,716423215RC0001
Veterans Support Aid Foundation,1559994-6,771401155RC0001
The Palestine Aid Project,1560748-5,770584357RC0001
"BIHNDUMLEM NETWORK FOR HUMANITARIAN AID, TRAUMA HEALING, AND POST WAR RECOVERY (BIN-HELP)",1573347-2,798862223RC0001
Cyber Aid Canada,1580111-7,793690629RC0001
Unity Aid Society,1581351-4,792847626RC0001
Empowerment Aid International,1607527-4,772020020RC0001
Horse Aid Canada,1617811-1,762762029RC0001
WORLDS HEALTH AID,1621179-8,760748822RC0001
Aid&Educate Initiative,1629009-4,753945625RC0001
Ref Aid Alliance Ottawa (RAAO),1630759-1,753055029RC0001
EmpowerCan Settlement and Legal Aid Society,1631226-8,752797225RC0001
Lifeline Aid International,1641072-3,745268425RC0001
Toronto Somali Legal Aid Centre,1641619-5,744812827RC0001
The Source of Love & Aid,1667819-0,769919564RC0001
Aid and Assist,1669256-7,785665969RC0001
JAFFNA AID,1676178-0,717337828RC0001
Aid Spark Initiative (ASI),1678825-4,777860966RC0001
Children's Aid Foundation of Canada,1018310-5,108076480RC0001
CANADIAN AID & RELIEF FOUNDATION,1192580-6,744549536RC0001
Brotherhood Auto Aid Canada,1194616-1,743037277RC0001
The Seniors Aid Society of Canada,1198695-3,739522472RC0001
Country Aid,1366343-4,756170700RC0001
MEDICAL AID FOR PALESTINE ASSOCIATION,170559-8,886421395RC0001
LOADS OF LOVE HUMANITARIAN AID & MISSION SOCIETY,321574-1,892870346RC0001
HUMANITARIAN AID RESPONSE TEAM SOCIETY (HART),325389-9,894313998RC0001
CAMROSE NEIGHBOR AID CENTER INC.,334030-9,890404767RC0001
DANDELION AID FOR RESILIENCE & EMPOWERMENT,1697556-9,754391167RC0001
YINGKE Canada Legal Aid Foundation,1704986-2,754899169RC0001
EBONY CHILD AND FAMILY AID SERVICES,1710140-6,752130567RC0001
Muslim Aid Canada,1714432-6,748288560RC0001
Sanad International Support Network for Aid and Development,1731000-5,735318560RC0001
WORLD HUMANITARIAN AID FOUNDATION,1735330-8,732013966RC0001
Canada Global Relief Aid,1735596-3,766956635RC0001
The First Aid Squad of Canada,1738338-0,764835633RC0001
Apnée AIDA CANADA Freediving,449527-6,824974026RC0001
Aidaen Mae Mitchell Foundation,1146046-3,787892470RC0001
ST. AIDAN'S COMMUNITY CHURCH,764649-6,840846000RC0001
SAINT AIDAN'S EPISCOPAL CATHOLIC CHURCH OF CANADA,1176980-4,756867875RC0001
AidCrescent,1151448-2,781772678RC0001
L'Aide aux enfants handicapés de Blainville Deux-Montagnes,079248-9,Not Available
TEL-AIDE OUTAOUAIS,093149-7,108066952RC0001
Société d'aide au développement des collectivités de la Vallée de la Gatineau,110844-1,100051432RC0001
La société d'aide au développement de la collectivité des Îles-de-la-Madeleine,122493-0,743040909RC0001
Société d'aide au développement de la collectivité de Baie des Chaleurs.,169227-5,128923455RC0001
Aide internationale pour l'enfance,379733-3,896652013RC0001
CENTRE D'AIDE TECHNOLOGIQUE AUX ENTREPRISES - CÔTE-NORD DU QUÉBEC,383562-6,887779817RC0001
CENTRE D’AIDE PORTAIL,436750-2,855242368RC0001
Organisation d'aide en santé pour la protection et la promotion des femmes et enfants victimes des violences sexuelles en milieu rural  (OSAMIPE),451455-6,809721426RC0001
CORPORATION D'AIDE NOTRE-DAME,452937-5,849114459RC0001
"SOCIÉTÉ D'AIDE AU DÉVELOPPEMENT DES COLLECTIVITÉS (BARRAUTE, SENNETERRE, QUÉVILLON) INC.",177620-7,100877794RC0002
Société d'aide au développement de la collectivité de la région de Mégantic,179016-1,131457293RC0001
SOCIÉTÉ D'AIDE AU DÉVELOPPEMENT DE LA COLLECTIVITÉ DE PAPINEAU INC.,181365-0,123340283RC0001
CENTRE D'AIDE AUX ENTREPRISES REGION HAUT-YAMASKA INC.,182021-4,101159390RC0001
Société d'aide au Développement de la Collectivité du Pontiac Inc. (SADCP),186723-7,790373625RC0001
CENTRE D'AIDE AUX ENTREPRISES DU VAL ST-FRANÇOIS,187023-8,130718133RC0001
Société d'aide au développement de la collectivité d'Antoine-Labelle,187145-5,134058270RC0001
SOCIÉTÉ D'AIDE AU DÉVELOPPEMENT DES COLLECTIVITÉS HARRICANA INC.,206191-1,100877778RC0001
CASA-CAFI (Centre d'aide aux familles immigrantes),246866-2,891317547RC0001
Société d'aide au développement de la collectivité de la région de Coaticook,248511-7,123048274RC0001
FONDATION D'AIDE COPTE (QUEBEC),272342-5,868786054RC0001
Association d'aide aux nouveaux arrivants ZUSTRICH,904507-4,833697592RC0001
